xid,Project Name,Builder Name,Project Address,Property Type,Amenities,Amentity_count,rera_no,Project Area,Project Size-Tower Count,Project Size-Unit Count,Configs,Unit range
r438735,Pearl Avenue,R&P Associates,"Beside Sakshi Garden, Near Christ Church School, Saliwada, Mandla Road, Jabalpur (M.P.)",Residential - Single-family homes,"Children's Play Area,Senior Citizen Sitout,Park,Car Parking,Temple,Landscape Garden,Fountain,Jogging Track,Badminton Court,Basketball Court,Rain Water Harvesting",12,Not found,Not found,Not found,Not found,"Duplexes,Singlex",800~1250 sq.ft
r438787,Joy Sunshine,Joy Asset Developers Pvt. Ltd.,Not found,Residential - Single-family homes,"Landscape Garden,Jogging Track",2,Not found,3.31 acres,Not found,59,None,None
r438819,Avenue 07,Assotech Group,"On NH-16, Raghunpur, Bhubaneswar",Residential - Apartments,"Earthquake Resistant,Gated Community,Car Parking,Landscape Garden,Swimming Pool,Club House,DG Availability,Rain Water Harvesting,24/7 Water Supply,Fire Fighting Systems,24x7 Security,Children's Play Area,Lift(s)",13,RP/19/2025/01325,Not found,Not found,910,3 BHK,1132~2400 sq.ft
r405183,RUDRA Solitaire,RUDRA,"Near G.D. Goenka School, Mainawati Marg, Azad Nagar, Kanpur",Residential - Apartments,"Earthquake Resistant,Temple,Pet Park,Community Hall,Gymnasium,Party Lawn,Amphitheatre,Indoor Games,Car Parking,Fire Fighting Systems,24x7 Security,Intercom,Lift(s),24/7 Power Backup,Rain Water Harvesting,Badminton Court,Aerobics Centre,Children's Play Area,Swimming Pool",20,UPRERAPRJ782215,Not found,Not found,Not found,"2BHK,3BHK",None
r405381,Destino,Sunshine Developers,"H. No 2-102, Survey No 284, near Future Kids School, Puppalguda, Telangana 500089",Residential - Apartments,"Gated Community,Temple,Party Lawn,Massage Room,Crèche/Day care,Rain Water Harvesting,Landscape Garden,Car wash area,Boom Barrier,Children's Play Area,Security Cabin,CCTV Camera Security,Internal Street Lights,Intercom,Amphitheatre,Badminton Court,Jogging Track,Swimming Pool,Club House,Car Parking,24/7 Power Backup,Earthquake Resistant,Vastu Compliant,Gymnasium,Lounge",26,P02400005718,5.5 Acres,Not found,537,"2BHK,3BHK,4BHK",None
r412882,CurioCity,Shanoor Homes,"KAZHAKOOTTAM, TRIVANDRUM",Residential - Villas and Apartments,"Children's Play Area,Club House,Gymnasium,Multipurpose Hall,CCTV Camera Security,24x7 Security,Solar Water Heating,Sewage Treatment Plant,Landscaping,Indoor Games,Car Parking,Power Back up,Intercom",13,K-RERA/PRJ/TVM/102/2023,Not found,Not found,Not found,"3BHK,2BHK",930~1519 sq.ft
r415451,SHARNAM SKYLINE,SHARNAM GROUP,"SHARNAM SKYLINE, Next To Sales India, Near Kocher Call Center, Pramukhprasad Chokdi, Manjalpur, Vadodara - 390011","Residential - Apartments, Residential - Penthouses, Commercial - Retail spaces","Earthquake Resistant,Banquet Hall,Gymnasium,Jogging Track,Security Cabin,24x7 Security,Lift(s),Car Parking,Children's Play Area,Gazebo,Solar System For Common Amenities,Waiting Lounge",12,Not found,Not found,Not found,Not found,"3BHK,PENTHOUSE,SHOPS",296~1908 Sq.Ft
r418357,Skylark,Abinandana Infra Reality LLP,"Velmala, Kollur, Hyderabad, Telangana - 502300",Residential - Apartments,"Gated Community,Children's Play Area,Party Lawn,Jogging Track,Swimming Pool,Club House,Multipurpose Hall,Gymnasium,Spa,Boutique,Cafeteria,Restaurant,Indoor Games,24/7 Security,CCTV Camera Security,Boom Barrier,Intercom,Lift(s),24/7 Power Backup,Waste Management,Rain Water Harvesting,Landscape Garden,Solar Lighting,EV Charging Stations,Car Parking,Creche/Day care,Sauna",27,P01100007181,2.05,3,Not found,3BHK,1420~2485 sq.ft
r428622,KISHAN ANTILIA,Ambica INC,"KISHAN ANTILIA, B/h. Bright Day School (CBSE), B/s. KP Luxuria, Bhayli Canal Road, Vasna Bhayli Road, Vadodara-391410.",Residential - Apartments,"Earthquake Resistant,Society Office,Car Parking,Children's Play Area,Swimming Pool,Card Room,Indoor Games,CCTV Camera Security,Fire Fighting Systems,24x7 Security,Intercom Facilities,Lift(s),24/7 Power Backup,Rain Water Harvesting,Landscape Garden,Lounge,Gymnasium,Table Tennis,Mini Theatre,Jogging Track,Terrace Garden,Wheelchair Accessible,EV Charging Stations",25,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13554/230524/311229,Not found,Not found,Not found,4BHK,2115.44~3015.04 sq.ft
r428702,EXCELLENCE MANAPAKKAM,Urban Tree,"Suraj Kunj, No. 18 (Old No. 8B), 5th Street, Rutland Gate, Nungambakkam, Chennai - 600 006.",Residential - Apartments,"Gymnasium,Indoor Games,Rooftop Lounge,CCTV Camera Security,Children's Play Area,Multipurpose Hall,Barbecue,Lift(s),Sewage Treatment Plant,Solar Panel,24/7 Power Backup",12,Not found,Not found,Not found,Not found,"2 BHK,3 BHK,4 BHK",1061~2153 sqft
r428915,Shashank Akshaya,Shashank Infra Projects,"Sy No.110/7A & 110/7B, Kogilu Village, Yelahanka Hobli, Bangalore North Taluk, Bangalore - 560 064",Residential - Apartments,"Vastu Compliant,Children's Play Area,Swimming Pool,Gymnasium,Multi Purpose Hall,Car Parking,24x7 Security,Intercom,Lift(s)",10,PRM/KA/RERA/1251/309/PR/200524/006911,Not found,Not found,112,"2BHK,3BHK,1BHK",630~1790 sq.ft
r428927,Udbhav Gokulam,UdbhaU Builders and Developers,"No 73/9, 320 Balagere, Varthur Hobli, Bengaluru Urban -560087.",Residential - Apartments,"Gated Community,Children's Play Area,Swimming Pool,Badminton Court,Jogging Track,24/7 Security,Car Parking,Power Back up Lift,Rain Water Harvesting",9,PRM/KA/RERA/1251/446/PR/040524/006861,Not found,Not found,179,"2BHK,3BHK",1150~1830 sq.ft
r428934,SAHA MEADOWS,ESS & ESS INFRASTRUCTURE PVT.LTD,"Attached to, Sree Sapthamathrukha Layout, Yandahalli, Mysuru, Karnataka 570010",Residential - Villas and Plots,"Gated Community,Landscape Garden,Jogging Track,Children's Play Area,Amphitheatre,Cycling Track,CCTV Camera Security,24x7 Security,Conference Room,Spa,Swimming Pool",11,PRM/KA/RERA/1268/378/PR/210524/006916,25 ACRES,Not found,387,None,"30X40, 30X50, 30X60, 40X60 & 50X80"
r429835,BEAVER’S SAHANA ENCLAVE,BEAVER CONSTRUCTION COMPANY,"No.R-99, Ganga Nagar 2nd Main Road, Maduravoyal, Chennai 600095",Residential - Apartments,"Rain Water Harvesting,Car Parking,Lift(s),Gymnasium,Vastu Compliant,24/7 Water Supply",7,TN/29/Building/0314/2024,Not found,Not found,20,2BHK,1000~1000 sq.ft
r429913,PANCHNAI Sanskritam,PANCHNAI GROUP,"Military Road, Matigara BDO Office Lane, Bairatisal, P.O New Rangla, P.S Matigara, West Bengal - 734013",Residential - Apartments,"Earthquake Resistant,Children's Play Area,Jogging Track,Yoga/Meditation Area",4,WBRERA/RA/KOL/2023/000001,Not found,Not found,91,"1BHK,2BHK,3BHK",408~917 sq.ft
r430167,Shalvi Garden,Vaibhavreddy Ventures,"Uganavadi, Karnataka 562110",Residential - Plots,"Gated Community,Vastu Compliant,Park,Avenue plantation,Borewell Water Supply,24/7 Security",6,Not found,2 acres,Not found,41,None,None
r430239,SKY PALAZZO Residences,TIDALCITY HOMES PRIVATE LIMITED,"Sector 88B, Gurugram, Haryana",Residential - Apartments,"Rock Climbing Wall,Bowling Alley,Video Gaming Room,Man-made Beach,Multipurpose Court,Cigar Lounge,Creche/Day care,Amphitheatre,Indoor Games,Jogging Track,Card Room,Entrance Lobby",12,RC/REP/HARERA/GGM/921/853/2025/24,Not found,3,Not found,"3BHK,4BHK",None
r430255,Cliffton Palladium Ultra Luxurious Apartments,Cliffton Group,"Scheme No. 140, on RE2 Road, Bicholi Mardana, Near Agarwal Public School",Residential - Apartments,"Swimming Pool,Yoga/Meditation Area,Sauna,Gymnasium,24/7 Power Backup,Landscape Garden,Mini Theatre,Jogging Track,Temple,Barbecue,Jacuzzi,Lounge",12,P-IND-24-4894,Not found,Not found,Not found,"3 BHK,4 BHK,5 BHK",2462~5507 sq ft
r430289,Krishna Sattvam,Krishna Group,"Beside Mahadev Ghat Temple
Mahadev Ghat Bhatagaon Road
Raipur (C.G.) - 492001",Residential - Apartments,"Temple,Community Hall,Gymnasium,Indoor Games,Children's Play Area,Swimming Pool,Multipurpose Court,Jogging Track,Gazebo,Fire Fighting Systems,24x7 Security,Rain Water Harvesting,Landscape Garden,Open Space,Solar Lighting,Solar Water Heating,Creche/Day care,Society Office,Car Parking,Well-Maintained Internal Roads",20,PCGRERA220724001797,Not found,7,Not found,"2 BHK,3 BHK",577~1066 sq. ft
r430305,Shree Siddheshwar Helicon,Nyal Karan Group,"Shree Siddheshwar Helicon, Nr. Khiskoli Circle, Atladara, Vadodara.","Residential - Apartments, Residential - Penthouses, Commercial - Retail spaces","Earthquake Resistant,Car Parking,Children's Play Area,Club House,Jogging Track,Landscape Garden,Swimming Pool,Indoor Games,Library,Yoga/Meditation Area,Senior Citizen Sitout,Amphitheatre,Fire Fighting Systems,24x7 Security,Video Door Security",16,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/MAA13805/060724/300429,Not found,Not found,Not found,"2BHK,3BHK,Penthouses",813~1114 sq.ft
r430314,FLORESTA,RELIANT HOUSING,"Near ISKCON Temple,Mansarovar Jaipur",Residential - Apartments,"Earthquake Resistant,Vastu Compliant,Community Hall,Gymnasium,Landscape Garden,Park,Children's Play Area,Indoor Games,Jogging Track,Mini Theatre,CCTV Camera Security,Sewage Treatment Plant,Solar Panel,Rain Water Harvesting,Entrance Lobby,Private Gardens/Balconies,Swimming Pool,Business Lounge,Car Parking,Terrace Garden,EV Charging Stations",22,RAJ/P/2024/3166,Not found,Not found,204,"3 BHK,4 BHK,1 BHK,2 BHK",491.52~2282.00 sq.ft
r430327,Alphacorp Sky1,Alpha Corp Development Private Limited,"Sector 15, Part-2, Gurugram",Residential - Apartments,"Gated Community,Private Gardens/Balconies,Landscape Garden,Club House,Children's Play Area,Swimming Pool,Billiards,24x7 Security,Intercom Facilities",10,RC/REP/HARERA/GGM/835/567/2024/62,"Sector-15, Part-2, Gurugram",Not found,Not found,3 BHK + Utility,1206~3605 sq.ft
r430454,ROYAL RESIDENCY,ZOYA BUILD HOMES,"FAIR TOWNSHIP, PALGHAR WEST",Residential - Apartments,"Children's Play Area,Landscape Garden,24x7 Security,Earthquake Resistant",4,P99000064697,5 acres,Not found,Not found,"1 BHK,2 BHK",None
r430483,Skytouch,SHIVA LAND PROMOTERS AND BUILDERS,"Adjoining Panchkula Shopping Complex, Peer Muchalla, Zirakpur.",Residential - Apartments,"Gated Community,Private Gardens/Balconies,Landscape Garden,Park,Children's Play Area,Swimming Pool,Amphitheatre,Badminton Court,Billiards,Lawn Tennis Court,Gymnasium,Car Parking,24x7 Security,Open Space,Club House,Mini Theatre,Flower Garden,Yoga/Meditation Area",18,Not found,Not found,Not found,Not found,"4BHK,5BHK",2787~3273 sq. ft
r430517,Mahal Niwas,Mahal Buildcon PVT LTD,"PLOT NO. 1 IN KH. NO. - 879 TO 884, VILL.- SHRI KISHANPURA, TEH.- SANGANER JAIPUR.",Residential - Apartments,"Earthquake Resistant,Gated Community,Private Gardens/Balconies,Rain Water Harvesting,CCTV Camera Security,24x7 Security,Club House,Park,Rooftop Garden,Car Parking,Lift(s)",11,RAJ/P/2024/3144,Not found,Not found,Not found,3 BHK,1392.31~1566 sq.ft
r430826,Shriram Symphony,Shriram Properties,Uttarpara Kolkata,Residential - Apartments,"Pet Park,Cricket Pitch,Table Tennis,Volley Ball Court,Badminton Court,Skating Rink,Rock Climbing Wall,Swimming Pool,Amphitheatre,Cigar Lounge,Senior Citizen Sitout,Gymnasium,Community Hall,Club House,Jogging Track",15,WBRERA/P/HOO/2024/001787,314-acre,Not found,Not found,3BHK,None
r431288,KEDIA'S Tulsi,KEDIA BUILDERS & COLONIZERS,"D-99, TULSI MARG, BANIPARK, JAIPUR, RAJASTHAN 302016",Residential - Apartments,"Gated Community,Children's Play Area,Swimming Pool,EV Charging Stations,Gymnasium,24x7 Security,Park",7,RAJ/P/2024/3192,Not found,Not found,Not found,"3 BHK,4 BHK",2474.94~4202.52 sq. ft.
r431665,Akshar Elegance,Akshar Associates,"Akshar Elegance , Opp Punit Nagar,
Near Sikoter Mata Temple, Ajwa Nimeta Road,
Nimeta, Ta. Waghodia Dist. Vadodara – 390019",Residential - Row House,"Gated Community,Internal Street Lights,Landscape Garden,Children's Play Area,Multi-purpose Hall,Anti-termite Treatment,Car Parking",7,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA13743/270823/311228,Not found,Not found,Not found,"3 BHK,Row House",85.23 sq.mt
r432182,DS-MAX Sahara Grand,DS-MAX GROUP,"HOSA ROAD, ELECTRONIC CITY",Residential - Apartments,"Swimming Pool,Children's Play Area,Party Hall,Cycling Track,Jogging Track,Gymnasium,Landscape Garden",7,PRM/KA/RERA/1251/308/PR/160824/006972,Not found,Not found,361,"2-BHK,3-BHK,4-BHK",634~1249 sq.ft
r432630,SRI BALAJI Enclave,SRI BALAJI BUILDERS & DEVELOPERS,"# 84, Maruthi Enclve, New Rajanna Layout, Behind Christian College, Horamavu Agra, Horamavu Post, Bangalore - 560 043",Residential - Apartments,"Vastu Compliant,Lift(s),Car Parking,Rain Water Harvesting,24x7 Security",5,Not found,Not found,Not found,Not found,3BHK,1322.00~1512.00 SFT
r433203,Atlantis Heights,Atlantisgroup.in,"Patiala Highway, High Ground Road, Zirakpur, Punjab",Residential - Apartments,"Earthquake Resistant,Gymnasium,Multipurpose Hall,Swimming Pool,Gated Community,Car Parking,Children's Play Area,Yoga/Meditation Area,Landscape Garden,24x7 Security,Fire Fighting Systems,Jogging Track",13,Not found,Not found,8,Not found,3BHK,1895 Sq. Ft.
r433361,Ruby Signature City,RUBY BUILDERS & PROMOTERS,"OFF IAF ROAD, EAST TAMBARAM",Residential - Plots,"Gated Community,Internal Street Lights,Paved Compound",3,CMDA & RERA approved,Not found,Not found,Not found,None,724~3493 sq.ft
r433414,Altus,Hallmark,"Hallmark Altus, Narne Estate Rd, Narne Estates, Kondapur, Serilingampalle (M), Telangana 500084",Residential - Apartments,"Gated Community,Creche/Day care,Pet Park,Community Hall,Amphitheatre,Jogging Track,Card Room,Indoor Games,24x7 Security,Business Lounge,Banquet Hall,Swimming Pool,Club House,MultiPurpose Hall,Badminton Court,Skating Rink,Basketball Court,Lawn Tennis Court,Spa,Gymnasium,Aerobics Centre,Yoga/Meditation Area,Lounge,Reading Lounge,Conference Room,Squash Court,Table Tennis,Billiards,Air Hockey,Foosball,Mini Theatre,Co-Working Spaces,Party Lawn",34,P02400008439,3.5 Acres,Not found,490,"3 BHK,4 BHK",1700~4685 sq.ft
r433556,First Step New Town @Poonamallee,Accord Housing,"Poonamallee, Chennai",Residential - Villa plots,"Gated Community,Park,Street Lights,Children's Play Area",4,TN/02/LAYOUT/3522/2024,Not found,Not found,Not found,None,494~2824 sq.ft
r433731,Onkar Bliss,Onkar Group,"N.H.Bhiringi More, Durgapur, West Bengal 713213",Residential - Apartments,"Gated Community,Vastu Compliant,Solar Lighting,Rain Water Harvesting,Children's Play Area,CCTV Camera Security,Intercom Facilities,Laundry,Landscape Garden,Sit Out Area,Doctor on Call,Wheelchair Accessible,Car Parking,24x7 Security",14,Not found,Not found,10,Not found,"1BHK,2BHK",None
r433761,Orchid RESIDENCY,SAN BUILDCOM LLP,"Plot No. 7+8, Survey No. 964, Pangre Mala, Govind Nagar/Karmayogi Nagar, Near R D Circle, Nasik-422008",Residential - Apartments,"CCTV Camera Security,Car Parking,Lift(s),Balcony",4,P51600076909,Not found,Not found,Not found,3BHK,None
r433848,Lakeshore Oasis,Leverage Group,"Lakeshore Oasis, Ensaara Metropark, Pipla, Nagpur, 440034",Residential - Townhouses,"Gated Community,Children's Play Area,Swimming Pool,Club House,Banquet Hall,Indoor Games,Gymnasium,Yoga/Meditation Area,Car Parking,Landscape Garden,Sit Out Area,Badminton Court,Basketball Court,Party Lawn",14,P50500079204,23.35-acre,Not found,Not found,"Row Houses,Duplex",None
r434160,KNS Candrill,KNS INFRA,"Sy. No. 207, 210, State highway 9, Vaddarahalli, Doddaballapur Main Road, Doddaballapur, Karnataka, 561203 India",Residential - Villas,"Children's Play Area,Swimming Pool,Badminton Court,Indoor Games,Amphitheatre,Manicured Garden,Park,Club House,MultiPurpose Court",9,PRM/KA/RERA/1250/301/PR/050924/007000,27 ACRES,Not found,449,None,None
r434172,RAAGA,BHAVISHA HOMES,"#001, 3rd Floor, SyNo.55/1, Yamare, Sarjapura Road, Bengaluru, Karnataka - 562125",Residential - Apartments,"Children's Play Area,Skating Rink,Badminton Court,Cricket Pitch,Landscape Garden,Basketball Court,Mini Forest,Gymnasium,Swimming Pool,Indoor Games,Party Lawn,Society Office,24x7 Security,24/7 Power Backup,Sewage Treatment Plant",16,Not found,Not found,Not found,76,"2BHK,3BHK",1170~1622 sq.ft
r434186,SAMSIDDHI Springs,SAMSIDDHI DEVELOPERS,"Sy. No.34/2, Thubarahalli, Near UKN Esperanza Apartment Bangalore - 560 066",Residential - Apartments,"Children's Play Area,Swimming Pool,Gymnasium,Walking Track,Multipurpose Hall,Rain Water Harvesting,24x7 Security,CCTV Camera Security,DG Availability",9,PRM/KA/RERA/1251/446/PR/180924/007030,Not found,Not found,Not found,"2 BHK,3 BHK",1108~1689 sqft
r434210,ADITYA ANKUR VILLA PLOTS,ADITYA PROPERTIES,"Sy # 333,34 & 35, Lakkur & Kadamuthsandra Village, Lakkur Hobi, Malur Taluk, Kolar District - 563 160.",Residential - Villas,"Gated Community,Internal Street Lights,Vastu Compliant,Community Hall,Pet Park,Car Parking,Club House,Children's Play Area,Swimming Pool,Indoor Games,24x7 Security,Jogging Track,Amphitheatre",13,PRM/KA/RERA/1265/347/PR/030924/006985,Not found,Not found,Not found,None,None
r434249,Balaji Green Park,Balaji Construction,"Plot No. 3&4 Mahadev Enclave Karni Palace Road, Vaishali Ext., Jaipur (Raj.)",Residential - Apartments,"Community Hall,Car Parking,Vastu Compliant,Children's Play Area,24x7 Security",5,Not found,Not found,Not found,Not found,3BHK,684.51~1582.38 sq.ft
r434413,V. M. BHANGDIA LAYOUT,V. M. BHANGDIA,"Kh No.-177-3, P.H. No.-38, Mauza - Welahari, Tah.- Nagpur (Gr.), Dist. - Nagpur.",Residential - Single-family homes,"Sewage Treatment Plant,Children's Play Area,Walking Track",3,Not found,Not found,Not found,Not found,None,1038.51~2311.03 sq.ft
r434414,Nirmal Trinity Tower,Nirmal Ujjwal Credit Co-Operative Society Ltd.,"Nirmal Trinity Tower, Near HP Gas Godown, Chinis Nagar,  Near old Nirmal Nagari, Mouza Harpur, Umred Road, Nagpur.","Residential - Apartments, Residential - Penthouses","Gated Community,Internal Street Lights,Vastu Compliant,Landscape Garden,Park,Children's Play Area,Swimming Pool,CCTV Camera Security,24x7 Security,Lift(s),Car Parking,Gymnasium,Fountain,Senior Citizen Sitout",16,P50500076597,Not found,4,488,"2BHK,2.5BHK,3BHK,4BHK,Penthouses",None
r434576,Ruparel Premia,Ruparel Realty,Mulund-West,Residential - Apartments,"Amphitheatre,Gymnasium,Party Lawn,Jogging Track,Children's Play Area",5,P51800077584,Not found,1,Not found,"1BHK,2.5 BHK",None
r434591,Devi Durga,UMA DEVI PROPERTIES,"73, Bangur Avenue, Block C, 2nd Floor Kolkata - 700 055",Residential - Apartments,"Gated Community,Community Hall,Gymnasium,Children's Play Area,Lift(s),24/7 Power Backup,CCTV Camera Security, Durga Mandir,Yoga/Meditation Area,Rooftop Garden,Indoor Games",12,WBRERA/P/NOR/2024/002121,Not found,Not found,Not found,"2BHK,3BHK",555~1174 sq.ft
r434624,OPUS GREENS,Manju Mythri,"Sy No:98, Kollur, ORR Exit No: 2, Hyderabad, Telangana, 502300",Residential - Villas,"Gated Community,Well-Maintained Internal Roads,Creche/Day care,Community Hall,Library,Pet Park,Gymnasium,Landscape Garden,Manicured Garden,Park,EV Charging Stations,Car Parking,Club House,Children's Play Area,Swimming Pool,Jogging Track,Banquet Hall,Mini Theatre,Indoor Games,CCTV Camera Security,Fire Fighting Systems,24x7 Security,Intercom,Lift(s),24/7 Power Backup,Rain Water Harvesting",27,P01100008234,14.5 acres,Not found,120,4 BHK,238~522 sq.yards
r434882,LODHA HANGING GARDENS,Lodha,"Lodha Hanging Gardens, Central Avenue, Palava City.",Residential - Apartments,"Pet Park,Children's Play Area,Gymnasium,Swimming Pool,Club House,Party Lawn,Indoor Games,24x7 Security,Intercom Facilities,Landscape Garden,Spa,Car Parking,Private Gardens/Balconies",14,P51700077356,10 acres,Not found,Not found,"3BHK,4BHK,5BHK",None
r435228,Midway Avenue,GP Homes,"Mogappair 2.0, Athipet village, Ambattur Taluk, Zone 7, Chennai Corporation",Residential - Villa plots,"Gated Community,24x7 Security",2,Not found,1.2 Acres,Not found,43,None,581~1809 Sq.Ft.
r435268,Satyam Kashish Phase-II,Satyam Group,"Satyam Kashish Phase-II Project Near Talab Masjid, 7/36 Ambedkar Nagar Road, Opposite Crown Bakery, Kondhwa Budruk, Pune",Residential - Apartments,"Gated Community,Earthquake Resistant,CCTV Camera Security,Gymnasium,Landscape Garden,Amphitheatre,Children's Play Area,Club House,Rain Water Harvesting,Net Cricket,Party Lawn,Meditation Area,Badminton Court,Community Hall,Open Gym,Lounge,Piped Gas,Car Parking,Visitor Parking,Connectivity",20,Not found,Not found,Not found,Not found,2 BHK,674 sq.ft
r435333,ACE ESTATE,LOGIX BUILDESTATE PRIVATE LIMITED,"Plot no. TS-01B, Sector-22D, Yamuna Expressway, U.P.",Residential - Villas,"Landscape Garden,Park,Children's Play Area,Swimming Pool,Amphitheatre,Billiards,Squash Court,Badminton Court,Gymnasium,Club House,Multi-purpose Hall,Restaurant",12,UPRERAPRJ44226/10/2024,68 ACRES,Not found,Not found,None,None
r435412,Identity Pride,Gangotri Group,"35, Jessore Road, Nager Bazar, Kolkata - 700 028",Residential - Apartments,"Gated Community,Swimming Pool,Party Lawn,Open Gym Area,Senior Citizen Sitout,Children's Play Area,Yoga/Meditation Area,Club House,Lounge,Community Hall",10,WBRERA/P/NOR/2024/002023,Not found,Not found,182,"2 BHK,3 BHK",614~1036 sq.ft
r435420,Bioscope,TEAM VALUE HOMES,"New Town, 5 minutes from Central Mall",Residential - Apartments,"Swimming Pool,Children's Play Area,Community Hall,Gymnasium,Badminton Court,Fountain,Yoga/Meditation Area,Senior Citizen Sitout",8,WBRERA/P/NOR/2024/002080,Not found,5,Not found,"2BHK,3BHK",786~1188 sq.ft
r435459,Fortune Elite Premium Triplexes,Fortune Builders,"Near Golden City & St Raphael School, Jatkhedi, Hoshangabad Road",Residential - Townhouses,"Gated Community,Landscape Garden,Rain Water Harvesting,24x7 Security",4,Not found,Not found,Not found,Not found,Triplexes,1090~1490 sq.ft
r435461,Swarn Nagari,SALARIYA BUILDERS,"National Highway 30, Barela",Residential - Plotting Development,"Gated Community,Well-Maintained Internal Roads,Landscape Garden,Manicured Garden,Park,Children's Play Area,Jogging Track,Open Space,24x7 Security",10,P-JBP-24-5121,Not found,Not found,Not found,None,None
r435540,Signature Premier,Signature Dwellings,Gunjur - Bengaluru,Residential - Apartments,"Gated Community,Wheelchair Accessible,Landscape Garden,Park,Amphitheatre,Car Parking,Children's Play Area,Swimming Pool,Yoga/Meditation Area,Gymnasium,Club House,24x7 Security,Badminton Court,Flower Garden,Indoor Games,Jogging Track,Fountain,Sauna,CCTV Camera Security,Intercom Facilities,Lift(s),Car wash area,Multiplay Court,Senior Citizen Sitout,Pool Table",26,PRM/KA/RERA/1251/308/PR/050425/007652,02 Acres,1,109,3BHK,1600~1690 sq.ft
r435622,AGARTA Residences,PMR Group,"Kompally, Hyderabad, Telangana",Residential - Apartments,"Vastu Compliant,Car Parking,24x7 Security,Intercom,Swimming Pool,Club House,Children's Play Area,Jogging Track,Card Room,Indoor Games,Badminton Court,Gymnasium,Landscape Garden,Party Lawn,Banquet Hall,Sauna,Lounge,Restaurant,Cafeteria,Multi-purpose Hall,CCTV Camera Security,Power Back up Lift,24/7 Power Backup,Fire Fighting Systems,24/7 Water Supply,Rain Water Harvesting,Car wash area,Intercom Facilities,Rooftop Lounge,Co-Working Spaces,Video Gaming Room",32,Not found,5.5 ACRES,Not found,159,"3 BHK,4 BHK,Penthouses","3,100~4,224 sq.ft"
